symbol,anomaly_type,first_event_id,first_date,second_event_id,second_date,description
PRAJIND,CONSECUTIVE_DELETION,PEVT_00957,"March 30, 2026",PEVT_00905,,Consecutive DELETION events without intervening opposite transition
PRESTIGE,CONSECUTIVE_DELETION,PEVT_00799,"May 31, 2024",PEVT_00369,"December 31, 2024",Consecutive DELETION events without intervening opposite transition
PRINCEPIPE,CONSECUTIVE_DELETION,PEVT_01046,"September 30, 2024",PEVT_01102,"September 30, 2024",Consecutive DELETION events without intervening opposite transition
PRINCEPIPE,ABSENT_BUT_LAST_EVENT_ADDITION,PEVT_00924,,N/A,N/A,"Stock is absent from current Nifty 500 anchor, but its last historical event was ADDITION on "
PRSMJOHNSN,ABSENT_BUT_LAST_EVENT_ADDITION,PEVT_00825,"May 31, 2024",N/A,N/A,"Stock is absent from current Nifty 500 anchor, but its last historical event was ADDITION on May 31, 2024"
RADICO,CONSECUTIVE_ADDITION,PEVT_00248,"December 31, 2021",PEVT_00416,"December 31, 2024",Consecutive ADDITION events without intervening opposite transition
RAIN,CONSECUTIVE_DELETION,PEVT_01253,"March 28, 2024",PEVT_00164,,Consecutive DELETION events without intervening opposite transition
RAINBOW,PRESENT_BUT_LAST_EVENT_DELETION,PEVT_00887,,N/A,N/A,"Stock is currently in Nifty 500 anchor, but its last historical event was DELETION on "
RAJESHEXPO,CONSECUTIVE_DELETION,PEVT_00317,"January 1, 2021",PEVT_00667,"February 28, 2025",Consecutive DELETION events without intervening opposite transition
RAJESHEXPO,CONSECUTIVE_DELETION,PEVT_00667,"February 28, 2025",PEVT_00733,"March 28, 2025",Consecutive DELETION events without intervening opposite transition
RAJESHEXPO,ABSENT_BUT_LAST_EVENT_ADDITION,PEVT_00708,,N/A,N/A,"Stock is absent from current Nifty 500 anchor, but its last historical event was ADDITION on "
RATNAMANI,CONSECUTIVE_DELETION,PEVT_00464,"March 28, 2025",PEVT_00734,"March 28, 2025",Consecutive DELETION events without intervening opposite transition
RAYMOND,CONSECUTIVE_ADDITION,PEVT_00032,"September 30, 2022",PEVT_00878,"August 29, 2025",Consecutive ADDITION events without intervening opposite transition
RAYMOND,CONSECUTIVE_DELETION,PEVT_00534,"September 30, 2025",PEVT_00847,"September 30, 2025",Consecutive DELETION events without intervening opposite transition
RAYMOND,CONSECUTIVE_DELETION,PEVT_00847,"September 30, 2025",PEVT_00182,,Consecutive DELETION events without intervening opposite transition
RAYMONDLSL,CONSECUTIVE_DELETION,PEVT_00602,"March 21, 2025",PEVT_00846,"September 30, 2025",Consecutive DELETION events without intervening opposite transition
RCF,CONSECUTIVE_DELETION,PEVT_00294,"October 31, 2024",PEVT_00666,"November 28, 2025",Consecutive DELETION events without intervening opposite transition
RCF,CONSECUTIVE_DELETION,PEVT_00666,"November 28, 2025",PEVT_00439,"March 30, 2026",Consecutive DELETION events without intervening opposite transition
RCF,CONSECUTIVE_DELETION,PEVT_00439,"March 30, 2026",PEVT_00959,"March 30, 2026",Consecutive DELETION events without intervening opposite transition
RECLTD,PRESENT_BUT_LAST_EVENT_DELETION,PEVT_00372,"December 31, 2024",N/A,N/A,"Stock is currently in Nifty 500 anchor, but its last historical event was DELETION on December 31, 2024"
RELINFRA,CONSECUTIVE_DELETION,PEVT_00440,"March 30, 2026",PEVT_00960,"March 30, 2026",Consecutive DELETION events without intervening opposite transition
RESPONIND,CONSECUTIVE_ADDITION,PEVT_00678,"December 26, 2019",PEVT_00925,,Consecutive ADDITION events without intervening opposite transition
RESPONIND,ABSENT_BUT_LAST_EVENT_ADDITION,PEVT_00925,,N/A,N/A,"Stock is absent from current Nifty 500 anchor, but its last historical event was ADDITION on "
RITES,PRESENT_BUT_LAST_EVENT_DELETION,PEVT_01103,"September 30, 2024",N/A,N/A,"Stock is currently in Nifty 500 anchor, but its last historical event was DELETION on September 30, 2024"
RKFORGE,CONSECUTIVE_ADDITION,PEVT_01294,"March 28, 2024",PEVT_01117,"September 30, 2024",Consecutive ADDITION events without intervening opposite transition
RKFORGE,PRESENT_BUT_LAST_EVENT_DELETION,PEVT_00656,"October 31, 2025",N/A,N/A,"Stock is currently in Nifty 500 anchor, but its last historical event was DELETION on October 31, 2025"
ROSSARI,ABSENT_BUT_LAST_EVENT_ADDITION,PEVT_00926,,N/A,N/A,"Stock is absent from current Nifty 500 anchor, but its last historical event was ADDITION on "
ROUTE,CONSECUTIVE_DELETION,PEVT_00535,"September 30, 2025",PEVT_00848,"September 30, 2025",Consecutive DELETION events without intervening opposite transition
ROUTE,ABSENT_BUT_LAST_EVENT_ADDITION,PEVT_00927,,N/A,N/A,"Stock is absent from current Nifty 500 anchor, but its last historical event was ADDITION on "
RTNINDIA,CONSECUTIVE_DELETION,PEVT_00075,"June 30,
2025",PEVT_00845,"September 30, 2025",Consecutive DELETION events without intervening opposite transition
RVNL,CONSECUTIVE_ADDITION,PEVT_00150,"June 28, 2024",PEVT_00300,"October 31, 2024",Consecutive ADDITION events without intervening opposite transition
SAFARI,CONSECUTIVE_DELETION,PEVT_00119,"June 28, 2024",PEVT_01048,"September 30, 2024",Consecutive DELETION events without intervening opposite transition
SAFARI,CONSECUTIVE_DELETION,PEVT_01048,"September 30, 2024",PEVT_01104,"September 30, 2024",Consecutive DELETION events without intervening opposite transition
SAFARI,ABSENT_BUT_LAST_EVENT_ADDITION,PEVT_00520,,N/A,N/A,"Stock is absent from current Nifty 500 anchor, but its last historical event was ADDITION on "
SAGILITY,CONSECUTIVE_ADDITION,PEVT_00764,"March 28, 2025",PEVT_00773,"April 30, 2025",Consecutive ADDITION events without intervening opposite transition
SAIL,CONSECUTIVE_ADDITION,PEVT_00885,"November 29, 2024",PEVT_00710,,Consecutive ADDITION events without intervening opposite transition
SAILIFE,CONSECUTIVE_ADDITION,PEVT_00765,"March 28, 2025",PEVT_00551,"September 30, 2025",Consecutive ADDITION events without intervening opposite transition
SANOFI,CONSECUTIVE_DELETION,PEVT_00465,"March 28, 2025",PEVT_00735,"March 28, 2025",Consecutive DELETION events without intervening opposite transition
SANOFI,CONSECUTIVE_DELETION,PEVT_00735,"March 28, 2025",PEVT_00165,,Consecutive DELETION events without intervening opposite transition
SANOFI,ABSENT_BUT_LAST_EVENT_ADDITION,PEVT_00273,,N/A,N/A,"Stock is absent from current Nifty 500 anchor, but its last historical event was ADDITION on "
SAREGAMA,CONSECUTIVE_ADDITION,PEVT_01180,"March
31, 2022",PEVT_00641,"September 29, 2023",Consecutive ADDITION events without intervening opposite transition
SAREGAMA,PRESENT_BUT_LAST_EVENT_DELETION,PEVT_00886,,N/A,N/A,"Stock is currently in Nifty 500 anchor, but its last historical event was DELETION on "
SBICARD,CONSECUTIVE_DELETION,PEVT_00040,"July 31, 2020",PEVT_00205,,Consecutive DELETION events without intervening opposite transition
SBICARD,PRESENT_BUT_LAST_EVENT_DELETION,PEVT_00205,,N/A,N/A,"Stock is currently in Nifty 500 anchor, but its last historical event was DELETION on "
SCHNEIDER,CONSECUTIVE_ADDITION,PEVT_01296,"March 28, 2024",PEVT_00279,,Consecutive ADDITION events without intervening opposite transition
SCI,CONSECUTIVE_ADDITION,PEVT_01076,"September 30, 2024",PEVT_01118,"September 30, 2024",Consecutive ADDITION events without intervening opposite transition
SFL,CONSECUTIVE_DELETION,PEVT_01258,"March 28, 2024",PEVT_00059,,Consecutive DELETION events without intervening opposite transition
SHARDACROP,ABSENT_BUT_LAST_EVENT_ADDITION,PEVT_00928,,N/A,N/A,"Stock is absent from current Nifty 500 anchor, but its last historical event was ADDITION on "
SHILPAMED,CONSECUTIVE_DELETION,PEVT_01305,"September 28, 2018",PEVT_00425,"March 27, 2020",Consecutive DELETION events without intervening opposite transition
SHILPAMED,CONSECUTIVE_DELETION,PEVT_00425,"March 27, 2020",PEVT_00574,"March 31, 2023",Consecutive DELETION events without intervening opposite transition
SHOPERSTOP,CONSECUTIVE_DELETION,PEVT_01259,"March 28, 2024",PEVT_00560,,Consecutive DELETION events without intervening opposite transition
SHREECEM,PRESENT_BUT_LAST_EVENT_DELETION,PEVT_00875,"August 29, 2025",N/A,N/A,"Stock is currently in Nifty 500 anchor, but its last historical event was DELETION on August 29, 2025"
SHRIRAMFIN,PRESENT_BUT_LAST_EVENT_DELETION,PEVT_00265,,N/A,N/A,"Stock is currently in Nifty 500 anchor, but its last historical event was DELETION on "
SHYAMMETL,PRESENT_BUT_LAST_EVENT_DELETION,PEVT_00120,"June 28, 2024",N/A,N/A,"Stock is currently in Nifty 500 anchor, but its last historical event was DELETION on June 28, 2024"
SIEMENS,PRESENT_BUT_LAST_EVENT_DELETION,PEVT_00668,"February 28, 2025",N/A,N/A,"Stock is currently in Nifty 500 anchor, but its last historical event was DELETION on February 28, 2025"
SJVN,CONSECUTIVE_DELETION,PEVT_00318,"January 1, 2021",PEVT_00374,"December 31, 2024",Consecutive DELETION events without intervening opposite transition
SJVN,PRESENT_BUT_LAST_EVENT_DELETION,PEVT_00374,"December 31, 2024",N/A,N/A,"Stock is currently in Nifty 500 anchor, but its last historical event was DELETION on December 31, 2024"
SOBHA,CONSECUTIVE_ADDITION,PEVT_01011,"August 30, 2022",PEVT_00153,"June 28, 2024",Consecutive ADDITION events without intervening opposite transition
SOBHA,PRESENT_BUT_LAST_EVENT_DELETION,PEVT_00375,"December 31, 2024",N/A,N/A,"Stock is currently in Nifty 500 anchor, but its last historical event was DELETION on December 31, 2024"
SOLARINDS,PRESENT_BUT_LAST_EVENT_DELETION,PEVT_00376,"December 31, 2024",N/A,N/A,"Stock is currently in Nifty 500 anchor, but its last historical event was DELETION on December 31, 2024"
SONACOMS,CONSECUTIVE_DELETION,PEVT_00876,"August 29, 2025",PEVT_00883,,Consecutive DELETION events without intervening opposite transition
SONACOMS,PRESENT_BUT_LAST_EVENT_DELETION,PEVT_00883,,N/A,N/A,"Stock is currently in Nifty 500 anchor, but its last historical event was DELETION on "
SONATSOFTW,CONSECUTIVE_DELETION,PEVT_00121,"June 28, 2024",PEVT_00183,,Consecutive DELETION events without intervening opposite transition
SONATSOFTW,PRESENT_BUT_LAST_EVENT_DELETION,PEVT_00183,,N/A,N/A,"Stock is currently in Nifty 500 anchor, but its last historical event was DELETION on "
SPANDANA,ABSENT_BUT_LAST_EVENT_ADDITION,PEVT_00929,,N/A,N/A,"Stock is absent from current Nifty 500 anchor, but its last historical event was ADDITION on "
SPLPETRO,CONSECUTIVE_ADDITION,PEVT_00447,"March 30, 2026",PEVT_00990,"March 30, 2026",Consecutive ADDITION events without intervening opposite transition
SRF,PRESENT_BUT_LAST_EVENT_DELETION,PEVT_00556,"September 30, 2025",N/A,N/A,"Stock is currently in Nifty 500 anchor, but its last historical event was DELETION on September 30, 2025"
SRTRANSFIN,ABSENT_BUT_LAST_EVENT_ADDITION,PEVT_00496,"June 30, 2022",N/A,N/A,"Stock is absent from current Nifty 500 anchor, but its last historical event was ADDITION on June 30, 2022"
SUDARSCHEM,CONSECUTIVE_DELETION,PEVT_01004,"August 30, 2022",PEVT_00576,"March 31, 2023",Consecutive DELETION events without intervening opposite transition
SUNCLAYLTD,ABSENT_BUT_LAST_EVENT_ADDITION,PEVT_00930,,N/A,N/A,"Stock is absent from current Nifty 500 anchor, but its last historical event was ADDITION on "
SUNDRMFAST,CONSECUTIVE_DELETION,PEVT_00466,"March 28, 2025",PEVT_00737,"March 28, 2025",Consecutive DELETION events without intervening opposite transition
SUNDRMFAST,CONSECUTIVE_DELETION,PEVT_00737,"March 28, 2025",PEVT_00042,"April 11, 2025",Consecutive DELETION events without intervening opposite transition
SUNDRMFAST,CONSECUTIVE_DELETION,PEVT_00441,"March 30, 2026",PEVT_00961,"March 30, 2026",Consecutive DELETION events without intervening opposite transition
SUPREMEIND,PRESENT_BUT_LAST_EVENT_DELETION,PEVT_00122,"June 28, 2024",N/A,N/A,"Stock is currently in Nifty 500 anchor, but its last historical event was DELETION on June 28, 2024"
SUVENPHAR,ABSENT_BUT_LAST_EVENT_ADDITION,PEVT_00417,"December 31, 2024",N/A,N/A,"Stock is absent from current Nifty 500 anchor, but its last historical event was ADDITION on December 31, 2024"
SWANENERGY,ABSENT_BUT_LAST_EVENT_ADDITION,PEVT_00035,"September 30, 2022",N/A,N/A,"Stock is absent from current Nifty 500 anchor, but its last historical event was ADDITION on September 30, 2022"
SWIGGY,CONSECUTIVE_ADDITION,PEVT_00767,"March 28, 2025",PEVT_00552,"September 30, 2025",Consecutive ADDITION events without intervening opposite transition
SWSOLAR,CONSECUTIVE_DELETION,PEVT_00536,"September 30, 2025",PEVT_00850,"September 30, 2025",Consecutive DELETION events without intervening opposite transition
SWSOLAR,ABSENT_BUT_LAST_EVENT_ADDITION,PEVT_00711,,N/A,N/A,"Stock is absent from current Nifty 500 anchor, but its last historical event was ADDITION on "
SYRMA,CONSECUTIVE_ADDITION,PEVT_00644,"September 29, 2023",PEVT_00521,,Consecutive ADDITION events without intervening opposite transition
TANLA,CONSECUTIVE_DELETION,PEVT_00537,"September 30, 2025",PEVT_00851,"September 30, 2025",Consecutive DELETION events without intervening opposite transition
TANLA,ABSENT_BUT_LAST_EVENT_ADDITION,PEVT_00931,,N/A,N/A,"Stock is absent from current Nifty 500 anchor, but its last historical event was ADDITION on "
TARIL,CONSECUTIVE_ADDITION,PEVT_00478,"March 28, 2025",PEVT_00768,"March 28, 2025",Consecutive ADDITION events without intervening opposite transition
TASTYBITE,CONSECUTIVE_DELETION,PEVT_00690,"December 27, 2019",PEVT_01151,"March
31, 2022",Consecutive DELETION events without intervening opposite transition
TATACHEM,CONSECUTIVE_ADDITION,PEVT_00255,"December 31, 2021",PEVT_01197,"July 31, 2023",Consecutive ADDITION events without intervening opposite transition
TATACOFFEE,CONSECUTIVE_DELETION,PEVT_00578,"March 31, 2023",PEVT_00060,,Consecutive DELETION events without intervening opposite transition
TATACOMM,PRESENT_BUT_LAST_EVENT_DELETION,PEVT_00801,"May 31, 2024",N/A,N/A,"Stock is currently in Nifty 500 anchor, but its last historical event was DELETION on May 31, 2024"
TATACONSUM,PRESENT_BUT_LAST_EVENT_DELETION,PEVT_00257,"December 31, 2021",N/A,N/A,"Stock is currently in Nifty 500 anchor, but its last historical event was DELETION on December 31, 2021"
TATAELXSI,PRESENT_BUT_LAST_EVENT_DELETION,PEVT_00296,"October 31, 2024",N/A,N/A,"Stock is currently in Nifty 500 anchor, but its last historical event was DELETION on October 31, 2024"
TATAINVEST,PRESENT_BUT_LAST_EVENT_DELETION,PEVT_00123,"June 28, 2024",N/A,N/A,"Stock is currently in Nifty 500 anchor, but its last historical event was DELETION on June 28, 2024"
TATAMOTORS,CONSECUTIVE_DELETION,PEVT_00217,"December 31, 2021",PEVT_00076,"June 30,
2025",Consecutive DELETION events without intervening opposite transition
TATAMOTORS,CONSECUTIVE_DELETION,PEVT_00076,"June 30,
2025",PEVT_01210,"July 31, 2025",Consecutive DELETION events without intervening opposite transition
TATAPOWER,PRESENT_BUT_LAST_EVENT_DELETION,PEVT_00378,"December 31, 2024",N/A,N/A,"Stock is currently in Nifty 500 anchor, but its last historical event was DELETION on December 31, 2024"
TATASTEEL,PRESENT_BUT_LAST_EVENT_DELETION,PEVT_00802,"May 31, 2024",N/A,N/A,"Stock is currently in Nifty 500 anchor, but its last historical event was DELETION on May 31, 2024"
TATASTLBSL,CONSECUTIVE_DELETION,PEVT_00259,"January 16, 2020",PEVT_00778,"April 29, 2021",Consecutive DELETION events without intervening opposite transition
TATASTLLP,CONSECUTIVE_DELETION,PEVT_01214,"August 08, 2022",PEVT_00017,"September 30, 2022",Consecutive DELETION events without intervening opposite transition
TBOTEK,CONSECUTIVE_ADDITION,PEVT_01077,"September 30, 2024",PEVT_00301,"October 31, 2024",Consecutive ADDITION events without intervening opposite transition
TCI,CONSECUTIVE_DELETION,PEVT_00627,"September 29, 2023",PEVT_00509,,Consecutive DELETION events without intervening opposite transition
TCIEXP,CONSECUTIVE_DELETION,PEVT_00625,"September 29, 2023",PEVT_00508,,Consecutive DELETION events without intervening opposite transition
TEGA,CONSECUTIVE_ADDITION,PEVT_00448,"March 30, 2026",PEVT_00993,"March 30, 2026",Consecutive ADDITION events without intervening opposite transition
TENNIND,CONSECUTIVE_ADDITION,PEVT_00449,"March 30, 2026",PEVT_00994,"March 30, 2026",Consecutive ADDITION events without intervening opposite transition
THERMAX,CONSECUTIVE_ADDITION,PEVT_01026,"August 31, 2023",PEVT_00155,"June 28, 2024",Consecutive ADDITION events without intervening opposite transition
THERMAX,PRESENT_BUT_LAST_EVENT_DELETION,PEVT_00379,"December 31, 2024",N/A,N/A,"Stock is currently in Nifty 500 anchor, but its last historical event was DELETION on December 31, 2024"
THYROCARE,CONSECUTIVE_DELETION,PEVT_00579,"March 31, 2023",PEVT_00061,,Consecutive DELETION events without intervening opposite transition
TIINDIA,PRESENT_BUT_LAST_EVENT_DELETION,PEVT_00184,,N/A,N/A,"Stock is currently in Nifty 500 anchor, but its last historical event was DELETION on "
TITAGARH,CONSECUTIVE_ADDITION,PEVT_01300,"March 28, 2024",PEVT_00156,"June 28, 2024",Consecutive ADDITION events without intervening opposite transition
TITAGARH,PRESENT_BUT_LAST_EVENT_DELETION,PEVT_00380,"December 31, 2024",N/A,N/A,"Stock is currently in Nifty 500 anchor, but its last historical event was DELETION on December 31, 2024"
TMCV,CONSECUTIVE_ADDITION,PEVT_00992,"March 30, 2026",PEVT_00610,"July 31, 2026",Consecutive ADDITION events without intervening opposite transition
TORNTPHARM,PRESENT_BUT_LAST_EVENT_DELETION,PEVT_00605,"July 31, 2026",N/A,N/A,"Stock is currently in Nifty 500 anchor, but its last historical event was DELETION on July 31, 2026"
TRENT,CONSECUTIVE_ADDITION,PEVT_00828,"May 31, 2024",PEVT_00196,,Consecutive ADDITION events without intervening opposite transition
TRIDENT,CONSECUTIVE_ADDITION,PEVT_01223,"August 08, 2022",PEVT_00553,"September 30, 2025",Consecutive ADDITION events without intervening opposite transition
TRIVENI,CONSECUTIVE_DELETION,PEVT_01190,"May 31, 2022",PEVT_00962,"March 30, 2026",Consecutive DELETION events without intervening opposite transition
TV18BRDCST,CONSECUTIVE_DELETION,PEVT_00280,"October
16, 2024",PEVT_00266,,Consecutive DELETION events without intervening opposite transition
TVSMOTOR,PRESENT_BUT_LAST_EVENT_DELETION,PEVT_00803,"May 31, 2024",N/A,N/A,"Stock is currently in Nifty 500 anchor, but its last historical event was DELETION on May 31, 2024"
TVSSCS,CONSECUTIVE_DELETION,PEVT_00467,"March 28, 2025",PEVT_00738,"March 28, 2025",Consecutive DELETION events without intervening opposite transition
UJJIVAN,CONSECUTIVE_DELETION,PEVT_01152,"March
31, 2022",PEVT_00490,"June 30, 2022",Consecutive DELETION events without intervening opposite transition
USHAMART,CONSECUTIVE_ADDITION,PEVT_00646,"September 29, 2023",PEVT_00522,,Consecutive ADDITION events without intervening opposite transition
VAIBHAVGBL,CONSECUTIVE_DELETION,PEVT_01052,"September 30, 2024",PEVT_01105,"September 30, 2024",Consecutive DELETION events without intervening opposite transition
VALIANTORG,ABSENT_BUT_LAST_EVENT_ADDITION,PEVT_00934,,N/A,N/A,"Stock is absent from current Nifty 500 anchor, but its last historical event was ADDITION on "
VARROC,CONSECUTIVE_DELETION,PEVT_00741,"March 28, 2025",PEVT_00695,,Consecutive DELETION events without intervening opposite transition
VBL,CONSECUTIVE_ADDITION,PEVT_01233,"May 26, 2017",PEVT_00775,"April 30, 2025",Consecutive ADDITION events without intervening opposite transition
VBL,CONSECUTIVE_DELETION,PEVT_00077,"June 30,
2025",PEVT_00665,"November 28, 2025",Consecutive DELETION events without intervening opposite transition
VBL,PRESENT_BUT_LAST_EVENT_DELETION,PEVT_00665,"November 28, 2025",N/A,N/A,"Stock is currently in Nifty 500 anchor, but its last historical event was DELETION on November 28, 2025"
VEDL,CONSECUTIVE_DELETION,PEVT_00039,"July 31, 2020",PEVT_00341,"January 1, 2021",Consecutive DELETION events without intervening opposite transition
VEDL,CONSECUTIVE_ADDITION,PEVT_00233,"December 31, 2021",PEVT_00935,,Consecutive ADDITION events without intervening opposite transition
VGUARD,CONSECUTIVE_DELETION,PEVT_01264,"March 28, 2024",PEVT_00442,"March 30, 2026",Consecutive DELETION events without intervening opposite transition
VGUARD,CONSECUTIVE_DELETION,PEVT_00442,"March 30, 2026",PEVT_00966,"March 30, 2026",Consecutive DELETION events without intervening opposite transition
VINATIORGA,CONSECUTIVE_ADDITION,PEVT_01080,"September 30, 2024",PEVT_01121,"September 30, 2024",Consecutive ADDITION events without intervening opposite transition
VINATIORGA,CONSECUTIVE_DELETION,PEVT_00468,"March 28, 2025",PEVT_00742,"March 28, 2025",Consecutive DELETION events without intervening opposite transition
VMM,CONSECUTIVE_ADDITION,PEVT_00479,"March 28, 2025",PEVT_00769,"March 28, 2025",Consecutive ADDITION events without intervening opposite transition
VTL,PRESENT_BUT_LAST_EVENT_DELETION,PEVT_00267,,N/A,N/A,"Stock is currently in Nifty 500 anchor, but its last historical event was DELETION on "
WAAREEENER,CONSECUTIVE_ADDITION,PEVT_00480,"March 28, 2025",PEVT_00770,"March 28, 2025",Consecutive ADDITION events without intervening opposite transition
WAAREEENER,PRESENT_BUT_LAST_EVENT_DELETION,PEVT_00657,"October 31, 2025",N/A,N/A,"Stock is currently in Nifty 500 anchor, but its last historical event was DELETION on October 31, 2025"
WELCORP,CONSECUTIVE_DELETION,PEVT_00219,"December 31, 2021",PEVT_01005,"August 30, 2022",Consecutive DELETION events without intervening opposite transition
WELCORP,CONSECUTIVE_DELETION,PEVT_01005,"August 30, 2022",PEVT_00125,"June 28, 2024",Consecutive DELETION events without intervening opposite transition
WELCORP,PRESENT_BUT_LAST_EVENT_DELETION,PEVT_00125,"June 28, 2024",N/A,N/A,"Stock is currently in Nifty 500 anchor, but its last historical event was DELETION on June 28, 2024"
WHIRLPOOL,PRESENT_BUT_LAST_EVENT_DELETION,PEVT_00333,"January 1, 2021",N/A,N/A,"Stock is currently in Nifty 500 anchor, but its last historical event was DELETION on January 1, 2021"
WIPRO,PRESENT_BUT_LAST_EVENT_DELETION,PEVT_01202,"July 31, 2024",N/A,N/A,"Stock is currently in Nifty 500 anchor, but its last historical event was DELETION on July 31, 2024"
WOCKPHARMA,CONSECUTIVE_ADDITION,PEVT_00771,"March 28, 2025",PEVT_00881,"August 29, 2025",Consecutive ADDITION events without intervening opposite transition
ZENSARTECH,CONSECUTIVE_DELETION,PEVT_00126,"June 28, 2024",PEVT_01107,"September 30, 2024",Consecutive DELETION events without intervening opposite transition
ZENSARTECH,PRESENT_BUT_LAST_EVENT_DELETION,PEVT_01107,"September 30, 2024",N/A,N/A,"Stock is currently in Nifty 500 anchor, but its last historical event was DELETION on September 30, 2024"
ZENTEC,CONSECUTIVE_ADDITION,PEVT_00772,"March 28, 2025",PEVT_00083,"June 30,
2025",Consecutive ADDITION events without intervening opposite transition
ZFCVINDIA,PRESENT_BUT_LAST_EVENT_DELETION,PEVT_00538,"September 30, 2025",N/A,N/A,"Stock is currently in Nifty 500 anchor, but its last historical event was DELETION on September 30, 2025"
ZOMATO,CONSECUTIVE_ADDITION,PEVT_01186,"March
31, 2022",PEVT_00421,"December 31, 2024",Consecutive ADDITION events without intervening opposite transition
ZOMATO,CONSECUTIVE_ADDITION,PEVT_00421,"December 31, 2024",PEVT_00197,,Consecutive ADDITION events without intervening opposite transition
ZOMATO,ABSENT_BUT_LAST_EVENT_ADDITION,PEVT_00197,,N/A,N/A,"Stock is absent from current Nifty 500 anchor, but its last historical event was ADDITION on "
ZYDUSLIFE,CONSECUTIVE_ADDITION,PEVT_00830,"May 31, 2024",PEVT_00157,"June 28, 2024",Consecutive ADDITION events without intervening opposite transition
ZYDUSLIFE,PRESENT_BUT_LAST_EVENT_DELETION,PEVT_00382,"December 31, 2024",N/A,N/A,"Stock is currently in Nifty 500 anchor, but its last historical event was DELETION on December 31, 2024"
ZYDUSWELL,CONSECUTIVE_ADDITION,PEVT_00450,"March 30, 2026",PEVT_00997,"March 30, 2026",Consecutive ADDITION events without intervening opposite transition
